Aleja Kardynała Stefana Wyszyńskiego;Patroni
Aleja Nad Namysłówką;Przyrodnicze
Aleja Nadziei;Neutralne
Aleja Pamięci Ofiar Litzmannstadt Getto;Historyczne
Aleja Rodziny Hochbergów;Patroni
Aleja Solidarności;Historyczne
Aleja Zieleniecka;Przyrodnicze
Aleja prof. Stanisława Latoura;Patroni
Bagnówka-Kolonia;Przyrodnicze
Deptak Grobla;Neutralne
Hale;Neutralne
Most Bernardyński;Historyczne
Most Henryka z Łajs;Patroni
Most O. Jana Stanisława Górnego;Patroni
Most Wandy;Patroni
Most im. ks. ppłk. Jana Leona Ziółkowskiego;Patroni
Nabrzeże Łańcuchowe;Neutralne
Os. Urbanki;Neutralne
Osiedle Dębowe;Przyrodnicze
Osiedle Górne;Neutralne
Osiedle Kłodne;Geograficzne
Osiedle Mędralowa;Geograficzne
Osiedle Na Wzgórzu;Neutralne
Osiedle Stare Sady;Przyrodnicze
Osiedle Staszica;Patroni
Osiedle im. Heleny i Władysława Śliwowskich;Patroni
Osiedle Łużyckie;Geograficzne
Osiedle Łąki;Przyrodnicze
Osiedle Świerkowe;Przyrodnicze
Park Glinki;Przyrodnicze
Park Harcerza;Techniczne
Park Suble;Przyrodnicze
Park Zawiszowski;Patroni
Park imienia Generała Władysława Sikorskiego;Patroni
Park Źródliska;Przyrodnicze
Pasaż Złotej Wilgi;Przyrodnicze
Plac Alfreda;Patroni
Plac Dunikowskiego;Patroni
Plac Fryderyka Chopina;Patroni
Plac Grudziądzki;Geograficzne
Plac Lucjana Grzei;Patroni
Plac Ludwika Konarzewskiego Juniora;Patroni
Plac Ofiar Katynia;Historyczne
Plac Solidarności;Historyczne
Plac Tadeusza Polaka;Patroni
Plac Zamysłów;Neutralne
Plac im. mgr. farm. Sylwestra Świtały;Patroni
Plac kard. Stefana Wyszyńskiego;Patroni
Plac ks. Augusta Froehlicha;Patroni
Plac św. Stanisława;Patroni
Polana;Przyrodnicze
Rondo 700-lecia Ornety;Historyczne
Rondo Eustachego Dobieckiego;Patroni
Rondo Janusza Bucholca;Patroni
Rondo Jawaharlala Nehru;Patroni
Rondo Józefa Błachnio;Patroni
Rondo Kazimiery Łuczak;Patroni
Rondo Komitetu Obrony Robotników;Historyczne
Rondo Ks. Arcybiskupa Jana Cieplaka;Patroni
Rondo Ks. Bp. Franciszka Musiela;Patroni
Rondo Marszałka Macieja Płażyńskiego;Patroni
Rondo Miasta Bar - Ukraina;Geograficzne
Rondo Pionierów Stargardu;Historyczne
Rondo Powstańców Warszawy;Historyczne
Rondo Toruńskie;Geograficzne
Rondo Wadima Tyszkiewicza Prezydenta Miasta (2002-2019);Patroni
Rondo Westerplatte;Historyczne
Rondo Winiary;Przyrodnicze
Rondo Zbysława Góreckiego;Patroni
Rondo im. "Bractwa Kurkowego";Historyczne
Rondo im. Andrzeja Telki;Patroni
Rondo im. Anny Walentynowicz;Patroni
Rondo im. Czesława Uznańskiego;Patroni
Rondo im. Druha OSP Władysława Sąsiadka;Patroni
Rondo im. Jerzego Giedroycia;Patroni
Rondo im. Stanisława Wróbla "Jaskółki";Patroni
Rondo im. Tajnej Organizacji Wojskowej Gryf Pomorski;Historyczne
Rondo im. św. Jana Pawła II;Patroni
Rondo imienia Edwarda Baldysa;Patroni
Rondo ks. Janusza Majewskiego;Patroni
Rynek Kleparski;Historyczne
Skwer 2. Pułku Ułanów Grochowskich;Historyczne
Skwer 400-lecia praw miejskich;Historyczne
Skwer Batalionu AK "Gozdawa";Historyczne
Skwer Dobrego Sąsiedztwa;Neutralne
Skwer Generała Władysława Sikorskiego;Patroni
Skwer Jacka Kuronia;Patroni
Skwer Karlika z Kocyndra;Patroni
Skwer Mariana Turwida;Patroni
Skwer Nauczycieli Tajnego Nauczania;Historyczne
Skwer Prymasowski;Patroni
Skwer Stanisława Srzednickiego;Patroni
Skwer Stanisława Wisłockiego;Patroni
Skwer Stefana Kisielewskiego "Kisiela";Patroni
Skwer Tczewskich Kolejarzy;Techniczne
Skwer Wacława Lipińskiego;Patroni
Skwer im. "Solidarności";Historyczne
Skwer im. Adama Legutko pseud. "Młodzik";Patroni
Skwer im. Aliny Skibniewskiej;Patroni
Skwer im. Franciszka Stańca;Patroni
Skwer im. Więźniów Obozów Zagłady;Historyczne
Skwer płk. Jerzego Pertkiewicza;Patroni
Skwer Św. Jana Chrzciciela;Patroni
Skwer Żeromskiego;Patroni
Wiadukt Rypiński;Geograficzne
Wiadukt Warszawski;Geograficzne
Zakątek Spycimira Leliwita;Patroni
al. Aleje mjr. Henryka Sucharskiego;Patroni
al. Ignacego Jana Paderewskiego;Patroni
al. Jana Nowaka-Jeziorańskiego;Patroni
al. Królewska;Neutralne
al. Księdza Edwarda Grzymały;Patroni
al. Nikifora Krynickiego;Patroni
al. Podwale;Neutralne
al. Teodora Torosiewicza;Patroni
al. Wczasów;Neutralne
al. bł. Kardynała Stefana Wyszyńskiego;Patroni
al. ks. bp. Jana Chrapka;Patroni
aleja kardynała Mariana Jaworskiego;Patroni
bulw. Bulwar im. Błogosławionego Księdza Jerzego Popiełuszki;Patroni
inne Most Olimpijski;Inne
inne Trasa Kazimierza Mirkowskiego;Inne
os. Lawendowe;Przyrodnicze
os. Osiedle Henryka Sienkiewicza;Patroni
os. Polan;Przyrodnicze
os. Tokarnia;Przyrodnicze
os. Wadowity;Patroni
park Europark;Neutralne
park Józefa Piłsudskiego;Patroni
park Kardynała Augusta Hlonda;Patroni
park Maja;Przyrodnicze
park Park Grzegórzecki;Geograficzne
park Park Hassów;Patroni
park Park Stefana Żeromskiego;Patroni
park Zielona Dolina;Przyrodnicze
park Zielony Zakątek;Przyrodnicze
pasaż Świętej Urszula Ledóchowskiej;Patroni
pl. 1 Maja;Historyczne
pl. 800-lecia Nysy;Historyczne
pl. Adama Morawskiego;Patroni
pl. Błogosławionego Ojca Rafała;Patroni
pl. Gminny;Neutralne
pl. Huberta Dzikowskiego;Patroni
pl. Jana Jaroszewicza;Patroni
pl. Kolegiacki;Techniczne
pl. Marii Skłodowskiej-Curie;Patroni
pl. Plac Sportowy;Techniczne
pl. Plac im. Jana Blocha;Patroni
pl. Ratusz;Techniczne
pl. Rynek im. Księdza Leonarda Stawickiego;Patroni
pl. Salwatorianów;Techniczne
pl. Skwer Osikowy;Przyrodnicze
pl. Tysiąclecia;Historyczne
pl. im. Gabriela Turskiego;Patroni
plac Solidarności;Historyczne
rondo Górników Starachowickich;Techniczne
rondo Jana Pawła II;Patroni
rondo Jana Radomskiego;Patroni
rondo Józefa Kunerta;Patroni
rondo Lipowego Wzgórza;Przyrodnicze
rondo Powstańców 1863 r.;Historyczne
rondo Rondo 19 Eskadry Myśliwskiej;Historyczne
rondo Rondo Janusza A. Zajdla;Patroni
rondo Rondo im. Ks. Prałata Zbigniewa Bąkowskiego;Patroni
rondo Rondo im. Tomka Kowalskiego;Patroni
rondo Rondo imienia Tadeusza Baniewicza;Patroni
rondo gen. Stanisława Skalskiego;Patroni
rondo rondo Otwockich Sprawiedliwych Wśród Narodów Świata;Historyczne
rynek Górny Rynek;Neutralne
