Aleja Bluesa;Inne
Aleja Brzostowska;Przyrodnicze
Aleja Edwarda Dembowskiego;Patroni
Aleja Ernesta Banacha;Patroni
Aleja Gen. Józefa Hallera;Patroni
Aleja Gen. Władysława Sikorskiego;Patroni
Aleja Generała Nieczui-Ostrowskiego Tysiąca;Patroni
Aleja Ignacego Mizikowskiego;Patroni
Aleja Modrzewiowa;Przyrodnicze
Aleja Władysława Bartoszewskiego;Patroni
Aleja Zwycięstwa;Historyczne
Aleja im. pułkownika Wojciecha Szczepańskiego;Patroni
Aleja mjr. Hieronima Piotrowskiego ps. Jur;Patroni
Alejka dr. Zygmunta Maja;Patroni
Bulwar Czerwieński;Historyczne
Bulwar Flotylli Pińskiej;Historyczne
Droga Regionalna;Techniczne
Nabrzeże Gdyńskie N;Geograficzne
Nabrzeże Radomskie;Geograficzne
Ogród Botaniczny;Przyrodnicze
Osiedle "Zacisze";Neutralne
Osiedle Bliszcze;Neutralne
Osiedle Gardonie;Neutralne
Osiedle Malatowskie;Geograficzne
Osiedle Mickiewicza;Patroni
Osiedle Obłaz Górny;Neutralne
Osiedle Platynowe;Neutralne
Osiedle Potok Janczurowski;Przyrodnicze
Osiedle Przysiółki;Neutralne
Osiedle Wiosełka;Neutralne
Osiedle Władysława Broniewskiego;Patroni
Osiedle XXX Lecia;Historyczne
Osiedle pod Sosnami;Przyrodnicze
Park Chojeński;Geograficzne
Park Ireny Sendlerowej;Patroni
Park Kazimierza Wielkiego;Patroni
Park Zdrojowy im. Hrabiego Witolda Skórzewskiego w Konstancinie-Jeziornie;Patroni
Park im. Bł. Karoliny Kózki;Patroni
Park im. Stanisława Nadratowskiego;Patroni
Park im. Łucjana Sobkowskiego;Patroni
Plac Boh. Westerplatte;Historyczne
Plac Gwardii;Historyczne
Plac Imienia św. Rafała Józefa Kalinowskiego;Patroni
Plac Konfederacji;Historyczne
Plac Księcia Barnima I;Patroni
Plac Majora Mieczysława Tarchalskiego;Patroni
Plac Najświętszej Maryi Panny;Patroni
Plac Pionierów;Historyczne
Plac Rekreacyjno-Sportowy Arena Blizne;Techniczne
Plac Wieży Ciśnień;Techniczne
Plac Zespołu Folklorystycznego Snutki;Inne
Plac im. Jerzego Bywalca;Patroni
Plac im. Rodziny Kotowskich;Patroni
Plac imienia Sybiraków;Historyczne
Plac Świętego Józefa Robotnika;Patroni
Plac Żołnierzy Września;Historyczne
Planty imienia Mariana Foika;Patroni
Rondo "1 Pułku Chemicznego";Historyczne
Rondo "Lwowskie";Geograficzne
Rondo "Orląt Lwowskich";Historyczne
Rondo 19 lutego 1919 r.;Historyczne
Rondo Anny Szczepanik;Patroni
Rondo Bielbawu;Inne
Rondo Bolesława Wojciecha Omyły ps. "Wojtek";Patroni
Rondo Brzezińskie;Geograficzne
Rondo Centralnego Okręgu Przemysłowego;Historyczne
Rondo Czeladzkiego Samorządu;Inne
Rondo Edmunda Klemczaka;Patroni
Rondo Górnośląskie;Geograficzne
Rondo Jantarowe;Inne
Rondo Jerzego Jelińskiego;Patroni
Rondo Kapitana Jerzego Dębickiego;Patroni
Rondo Króla Przemysła II;Patroni
Rondo Księdza W. Mieczkowskiego;Patroni
Rondo Księżycowe;Przyrodnicze
Rondo Lotników Polskich;Historyczne
Rondo Ochrony Przyrody;Przyrodnicze
Rondo Ofiar Firogi i Klukowa 1939-1945;Historyczne
Rondo Wacława Makowskiego;Patroni
Rondo gen. Ludwika Kmicic-Skrzyńskiego;Patroni
Rondo generała Tadeusza Rozwadowskiego;Patroni
Rondo im. 5 Pułku Strzelców Konnych;Historyczne
Rondo im. Bernarda Janowicza;Patroni
Rondo im. Bronisława Marchlewicza;Patroni
Rondo im. Marii Kownackiej;Patroni
Rondo im. Matki Boskiej Bolesnej Czarnopotockiej;Patroni
Rondo im. Mietka Frasunkiewicza;Patroni
Rondo im. Ojców Bernardynów;Patroni
Rondo im. Tadeusza Jänicha;Patroni
Rondo im. abpa I. Tokarczuka;Patroni
Rondo im. mjr. Henryka Dobrzańskiego ps. "Hubal";Patroni
Rondo im. Żołnierzy 10 Sudeckiej Dywizji Piechoty;Historyczne
Skwer 100-lecia Niepodległości;Historyczne
Skwer 100-nej Rocznicy Odzyskania Niepodległości;Historyczne
Skwer Jana Matejki;Patroni
Skwer Jana Sybickiego;Patroni
Skwer Jolanty Brzeskiej;Patroni
Skwer Kombatantów;Historyczne
Skwer Tadeusza Kahla;Patroni
Skwer Tarasa Szewczenki;Patroni
Skwer Zofii Kuratowskiej;Patroni
Skwer im. Mariana Eilego;Patroni
Skwer im. Pawła Seweryna Rozbickiego;Patroni
Skwer im. Stefana Eleka;Patroni
Skwer kpt. Stanisława Skibniewskiego "Cubryny";Patroni
Skwer por. Jana Rzepy;Patroni
Skwerek Anni Stanisławskiej;Patroni
Tunel Mogileński;Geograficzne
Wiktora Ludwikowskiego;Patroni
Wybrzeże Marszałka Józefa Piłsudskiego;Patroni
Węzeł Drogowy im. Czesława Miłosza;Patroni
Węzeł im. Antoniego Jasińskiego;Patroni
Węzeł im. Carla Groddecka;Patroni
al. Dusznickich Orląt;Historyczne
al. Dworcowa;Techniczne
al. Jabłonkowa;Geograficzne
al. Juliusza Słowackiego;Patroni
al. Pracy;Techniczne
al. Wiatru od Morza;Przyrodnicze
aleja Stanisława Supłatowicza "Sat-Okha";Patroni
droga Polna;Przyrodnicze
droga Świerkowa;Przyrodnicze
inne Cieleburzyna;Inne
inne Most im. Jerzego Wojciecha Grycmachera;Patroni
inne Trakt Janusza Kurtyki;Patroni
inne Zakątek Bibi Sary;Patroni
inne Zaułek Cypriana Kamila Norwida;Patroni
os. 6 Marca;Historyczne
os. Białe;Neutralne
os. Borowina;Przyrodnicze
os. Czecha;Patroni
os. Kazimierza Pułaskiego;Patroni
os. Kościuszkowców;Historyczne
os. Na Murawie;Przyrodnicze
os. Noclegi;Techniczne
os. Osiedle Jana Sobieskiego;Patroni
os. Osiedle Srebrzyste;Neutralne
os. Stare Żegrze;Geograficzne
os. Stefana Batorego;Patroni
os. Wybudowanie;Neutralne
os. XXX-lecia;Historyczne
os. osiedle Polne;Przyrodnicze
park Adiny Blady - Szwajger;Patroni
park Park Janiny Porazińskiej;Patroni
park Towarzystwa Gimnastycznego "Sokół";Techniczne
park gen. Jana Henryka Dąbrowskiego;Patroni
park park Krakowska;Geograficzne
pl. Bulwar Sybiraków;Historyczne
pl. Kaliski;Geograficzne
pl. Majora Jana Gryczmana;Patroni
pl. Mongolski;Geograficzne
pl. Plac Ojca Honorata Koźmińskiego;Patroni
pl. Plac Polskiej Nysy;Geograficzne
pl. Rondo Bogusława Stankiewicza;Patroni
pl. Rondo Solidarności;Historyczne
pl. Sienkiewicza;Patroni
pl. Skwer Artystów Kurpiowskich;Historyczne
pl. Skwer Wojska Polskiego;Historyczne
pl. Zjednoczenia;Historyczne
pl. Zygmunta Bukalskiego;Patroni
pl. plac Zofii i Karola Górskich;Patroni
pl. św. Jadwigi Śląskiej;Patroni
pl. Żołnierza;Historyczne
plac ks. dr. Bolesława Domańskiego;Patroni
plac księdza Lucjana Gierosa;Patroni
rondo 203. Ochotniczego Pułku Ułanów;Historyczne
rondo Andrzeja Forysia;Patroni
rondo Anny German;Patroni
rondo Bolesława Fichny;Patroni
rondo Cementownia;Techniczne
rondo Generała Stefana Roweckiego-Grota;Patroni
rondo Gustawa Herlinga-Grudzińskiego;Patroni
rondo Józefa Rejewskiego;Patroni
rondo Kaliska;Geograficzne
rondo Mazowieckiej Szkoły Podchorążych Rezerwy Artylerii;Historyczne
rondo Niepodległości;Historyczne
rondo Obornickie;Geograficzne
rondo Pamięci Ofiar Katynia;Historyczne
rondo Pierwszych Osadników Ziemi Golczewskiej;Historyczne
rondo Profesora Edwarda Franciszka Szczepanika;Patroni
rondo Represjonowanych Politycznie Żołnierzy - Górników;Historyczne
rondo Rondo 1 Pułku Piechoty Legionów Józefa Piłsudskiego;Historyczne
rondo Rondo Bogdana Jareckiego;Patroni
rondo Rondo Kazimierza Zenktelera;Patroni
rondo Rondo Krośnieńskich Lotników;Historyczne
rondo Rondo Lubelskiego Lipca '80;Historyczne
rondo Rondo Monowice;Geograficzne
rondo Rondo im. gen. Tadeusza Rozwadowskiego;Patroni
rondo Rondo im. ks. Pawła Pyrchały;Patroni
rondo Rondo majora Stefana Waltera Bohatera Mokrego 1920 r.;Patroni
rondo Rondo Żuławskich Rolników;Historyczne
rondo Tadeusza Karszo-Siedlewskiego;Patroni
rondo gen. Józefa Hallera;Patroni
rondo kpt. pil. Kazimierza Dudzińskiego;Patroni
rondo ks. Biskupa Jana Mazura;Patroni
rondo księdza Feliksa Podgórniaka;Patroni
rondo marsz. Józefa Piłsudskiego;Patroni
rondo płk. Kazimierza Pruszkowskiego;Patroni
rondo rondo Ofiar Katastrofy Smoleńskiej;Historyczne
rondo rondo Powstańców Warszawskich;Historyczne
rondo Światowego Dnia Roweru;Inne
rynek Nowy Rynek;Neutralne
skwer Brzezinki;Przyrodnicze
skwer Błogosławionej Bolesławy Lament;Patroni
skwer Józefa Piłsudskiego;Patroni
skwer Najświętszej Maryi Panny;Patroni
skwer Premiera Jędrzeja Moraczewskiego;Patroni
skwer Skwer im. Jana Pawła II;Patroni
skwer Skwer imienia Eugenii Triller;Patroni
skwer abpa Edwarda Likowskiego;Patroni
skwer im. Prezydenta Lecha Kaczyńskiego;Patroni
skwer skwer im. Agnieszki Duczmal;Patroni
skwer skwer im. Zbyszko Szmaja;Patroni
stacja metra Stadion Narodowy;Techniczne
ul. 1 Kompanii Średzkiej;Historyczne
ul. 10 Pułku Strzelców Konnych;Historyczne
ul. 16 Pułku Piechoty;Historyczne
ul. 20 Lutego;Historyczne
ul. 22 Stycznia 1863 r.;Historyczne
ul. 3 Kwietnia;Historyczne
ul. 8-go Maja;Historyczne
ul. A. Grottgera;Patroni
ul. A. Lewandowica Strzeżowczyka;Patroni
ul. Abrama Cytryna;Patroni
ul. Abramska;Inne
ul. Adama Hanuszkiewicza;Patroni
ul. Aksamitek;Przyrodnicze
ul. Akwariowa;Przyrodnicze
ul. Aleja Drużyny Harcerskiej Bawoły;Inne
ul. Aleja Dworcowa;Techniczne
ul. Aleja Józefa Zielińskiego;Patroni
ul. Aleja Karpiowa;Przyrodnicze
ul. Aleja VII;Neutralne
ul. Aleksandra Macieszy;Patroni
ul. Aleksandra Puszkina;Patroni
ul. Aleksandra Starzeńskiego;Patroni
ul. Aleksandra Tansmana;Patroni
ul. Alfonsa Olejnika-Babinicza;Patroni
ul. Alojzego Pawliczka;Patroni
ul. Alojzego Twardeckiego;Patroni
ul. Amatorska;Techniczne
ul. Ambrozji;Przyrodnicze
ul. Andrzeja Chramca;Patroni
ul. Andrzeja Pilcha;Patroni
ul. Anecińska;Inne
ul. Anny Jasińskiej;Patroni
ul. Antoniego Czortka;Patroni
ul. Antoniego Nikla;Patroni
ul. Antoniego Pawlety;Patroni
ul. Apollina;Przyrodnicze
ul. Armatnia;Techniczne
ul. Atlasowa;Inne
ul. Augustyna Weltzla;Patroni
ul. Awionetki RWD;Techniczne
ul. Baby Jagi;Inne
ul. Bagażowa;Techniczne
ul. Baltazara Lewandowskiego;Patroni
ul. Barcicka;Geograficzne
ul. Bardzka;Geograficzne
ul. Basi;Inne
ul. Begno;Inne
ul. Belwender;Inne
ul. Bernarda Moranda;Patroni
ul. Bełdan;Przyrodnicze
ul. Biedruszczana;Geograficzne
ul. Bieganówek;Geograficzne
ul. Bielicowa;Przyrodnicze
ul. Bierawska;Geograficzne
ul. Bierdzańska;Geograficzne
ul. Biernatki;Inne
ul. Binduga;Inne
ul. Birmańska;Geograficzne
ul. Biskupa Burschego;Patroni
ul. Biskupa Franciszka Cedzicha;Patroni
ul. Biskupa Ignacego Krasickiego;Patroni
ul. Biskupa Jana Łosowicza;Patroni
ul. Biskupa Zdzitowieckiego;Patroni
ul. Bitwy o Wał Pomorski;Historyczne
ul. Blaise'a Pascala;Patroni
ul. Bobrzan;Przyrodnicze
ul. Bobrzańska;Przyrodnicze
ul. Boczna Szczytniańskiej;Geograficzne
ul. Boh. Powstania Listopadowego;Historyczne
ul. Bohaterów Puszczy Kampinoskiej;Historyczne
ul. Bohdany Kijewskiej;Patroni
ul. Bolenia;Przyrodnicze
ul. Bolesława Chomicza;Patroni
ul. Bolesława Nawrockiego;Patroni
ul. Borówca;Przyrodnicze
ul. Braci Miłosiernych;Patroni
ul. Braci Rajskich;Patroni
ul. Bracka;Neutralne
ul. Bronisława Kochana;Patroni
ul. Bronisława Kosiby;Patroni
ul. Bronisława Pukowca;Patroni
ul. Bronisława Trentowskiego;Patroni
ul. Brzechwy;Patroni
ul. Brzeska;Geograficzne
ul. Brzozowy Zakątek;Przyrodnicze
ul. Burdzyńskiego;Patroni
ul. Burszki;Inne
ul. Byka;Przyrodnicze
ul. Bytomska;Geograficzne
ul. Byłych Więźniów Politycznych;Historyczne
ul. Charwatyńska;Geograficzne
ul. Chodnikowa;Techniczne
ul. Chojeńska;Geograficzne
ul. Chropaczowska;Geograficzne
ul. Cichosza;Inne
ul. Cieślewskich;Patroni
ul. Cieśliska;Techniczne
ul. Cukrownicza;Techniczne
ul. Cyganka;Inne
ul. Cykady;Przyrodnicze
ul. Czapnicza;Techniczne
ul. Czarnej Hańczy;Przyrodnicze
ul. Czerniakowska;Geograficzne
ul. Czesława;Patroni
ul. Daniela Fahrenheita;Patroni
ul. Darz Bór;Przyrodnicze
ul. Dawida Kurzmanna;Patroni
ul. Dembińskich;Patroni
ul. Demokratyczna;Historyczne
ul. Do Sosny;Przyrodnicze
ul. Doleńska;Geograficzne
ul. Domenica Scarlattiego;Patroni
ul. Dr Henryka M. Szymańskiego;Patroni
ul. Droga Powstańców Śląskich;Historyczne
ul. Drzewiecka;Geograficzne
ul. Drzonków-E. Romera;Patroni
ul. Drzonków-Ośrodkowa;Techniczne
ul. Drzonków-Rybałtowa;Inne
ul. Dudzińskiego;Patroni
ul. Durantów;Inne
ul. Dworzaczka;Techniczne
ul. Dwusieczna;Neutralne
ul. Dymińsko Górna;Geograficzne
ul. Dzieci Wrzesińskich;Historyczne
ul. Dziecinna;Neutralne
ul. Dzielnicowa;Techniczne
ul. Dąbrowy;Przyrodnicze
ul. Dębowe Góry;Przyrodnicze
ul. Edwarda;Patroni
ul. Elaboracja;Techniczne
ul. Elektoralna;Historyczne
ul. Emanuela Kani;Patroni
ul. Emanuela Ringelbluma;Patroni
ul. Emila Leyka;Patroni
ul. Enigmy;Historyczne
ul. Erazma Parczewskiego;Patroni
ul. Erazma Plewińskiego;Patroni
ul. Estońska;Geograficzne
ul. Eugeniusza Berezowca;Patroni
ul. Eugeniusza Zaka;Patroni
ul. Famotu;Inne
ul. Felicji Witkowskiej;Patroni
ul. Feliksa Strojnowskiego;Patroni
ul. Feliksa Wierzbickiego;Patroni
ul. Forsycjowa;Przyrodnicze
ul. Fort Służew;Historyczne
ul. Franciszka Grabowskiego;Patroni
ul. Franciszka Maksymiliana Miklińskiego;Patroni
ul. Franciszka Masztalerza;Patroni
ul. Franciszka Mireckiego;Patroni
ul. Franciszka Pieczonki;Patroni
ul. Franciszka Smuglewicza;Patroni
ul. Franciszka Uhorczaka;Patroni
ul. Franiela;Inne
ul. Fraszki;Inne
ul. Friedricha;Patroni
ul. Fryderyka Schillera;Patroni
ul. Fryderyka Skarbka;Patroni
ul. Furgoła;Inne
ul. Gardenii;Przyrodnicze
ul. Gawronówka;Przyrodnicze
ul. Gawrońska;Geograficzne
ul. Gen. Józefa Kustronia;Patroni
ul. Gen. Wincentego Kowalskiego;Patroni
ul. Generalska;Techniczne
ul. Generała Bora - Komorowski;Patroni
ul. Generała Kustronia;Patroni
ul. Gerarda;Patroni
ul. Gidelska;Geograficzne
ul. Giordano Bruno;Patroni
ul. Gitarowa;Techniczne
ul. Golonka;Inne
ul. Gorzelniana;Techniczne
ul. Gorzycka;Geograficzne
ul. Grafików;Techniczne
ul. Grażyny Kierszniewskiej;Patroni
ul. Grzegorza Wójcika;Patroni
ul. Grzewcza;Techniczne
ul. Guziaki;Inne
ul. Górczewska;Geograficzne
ul. Górny Las;Przyrodnicze
ul. Górnych Wałów;Neutralne
ul. Głowackiego;Patroni
ul. Habsburgów;Historyczne
ul. Haliniec;Geograficzne
ul. Helclów;Patroni
ul. Heleny;Patroni
ul. Heleny Dobrzynieckiej;Patroni
ul. Heleny Kaźmierczak-Połońskiej;Patroni
ul. Henryka Biłki;Patroni
ul. Henryka Partyki;Patroni
ul. Henryka Rynkowskiego;Patroni
ul. Hetmana Sapiehy;Patroni
ul. Horeszki;Inne
ul. Husowska;Geograficzne
ul. II Rejonu AK;Historyczne
ul. Ignacego Bonawentury Budny;Patroni
ul. Ignacego Domeyki;Patroni
ul. Inowrocławska;Geograficzne
ul. Inwestorów;Techniczne
ul. Inżyniera Ryszarda Pitury;Patroni
ul. Ireny Stanisławskiej;Patroni
ul. Izydora Murka;Patroni
ul. J. Fr. von Eichendorffa;Patroni
ul. J. Lelewela;Patroni
ul. Jacentego Janka;Patroni
ul. Jadwigi Wajsówny;Patroni
ul. Jagielnia;Przyrodnicze
ul. Jaguara;Przyrodnicze
ul. Jakuba Hutten Czapskiego;Patroni
ul. Jana Antoniego Tyczyńskiego;Patroni
ul. Jana Deierlinga;Patroni
ul. Jana Demarczyka;Patroni
ul. Jana Donaja;Patroni
ul. Jana Grudzińskiego;Patroni
ul. Jana Głogowskiego;Patroni
ul. Jana Kałuży;Patroni
ul. Jana Kropidły;Patroni
ul. Jana Myliusa;Patroni
ul. Jana Nowaka Jeziorańskiego;Patroni
ul. Jana Pawła Warmbier;Patroni
ul. Jana Piekałkiewicza;Patroni
ul. Jana Riedla;Patroni
ul. Jana Sobiepana Zamoyskiego;Patroni
ul. Jana Sowińskiego;Patroni
ul. Jana Waniora;Patroni
ul. Jana Wieckiego;Patroni
ul. Jana i Karola Augustynów;Patroni
ul. Jana z Ludziska;Patroni
ul. Jana Łazarskiego;Patroni
ul. Jana Łupińskiego;Patroni
ul. Janisławy;Patroni
ul. Janusza Korczaka;Patroni
