Aleja Księcia Henryka Pobożnego;Patroni
Aleja Młodych;Inne
Aleja Na Skarpie;Przyrodnicze
Aleja Obrońców Grodna;Historyczne
Aleja Partyzantów;Historyczne
Aleja Władysława Reymonta;Patroni
Most Bartoszowicki;Geograficzne
Most Teatralny;Techniczne
Most im. Karola Olszewskiego i Zygmunta Wróblewskiego;Patroni
Nabrzeże Chorzowskie;Geograficzne
Nabrzeże Fant;Inne
Nabrzeże Stanów Zjednoczonych;Geograficzne
Nabrzeże Toruńskie;Geograficzne
Nabrzeże Wałbrzyskie;Geograficzne
Ogród Jagiełły;Patroni
Osiedle Centrum A;Neutralne
Osiedle Ceramików;Techniczne
Osiedle Gronie;Przyrodnicze
Osiedle Kiczora;Przyrodnicze
Osiedle Klępy;Przyrodnicze
Osiedle Na Lotnisku;Techniczne
Osiedle Ostrysz;Przyrodnicze
Osiedle im. Bronisława Juźkowa;Patroni
Osiedle Św. Krzysztofa;Patroni
Park Chropaczowski im. Kopalni Śląsk;Techniczne
Park Chrztu Polski;Historyczne
Park Duchacki;Inne
Park Kresowian;Historyczne
Park Ocalałych;Historyczne
Park im. Doktora Kazimierza Piechowiaka;Patroni
Pasaż Wojciecha Wiścickiego;Patroni
Pl. Dr. Antoniego Surowieckiego;Patroni
Plac Emsdetten;Geograficzne
Plac Kopernika;Patroni
Plac Lasoty;Patroni
Plac Naczelnej Organizacji Technicznej;Techniczne
Plac Pastora Wolfganga Maxa Meisslera;Patroni
Plac Rubina;Inne
Plac Różany;Przyrodnicze
Plac Słoneczny;Przyrodnicze
Plac Zbawiciela;Patroni
Plac Zebrań Ludowych;Historyczne
Plac im. Ojca Adama Studzińskiego;Patroni
Plac prof. Alfonsa Hoffmanna;Patroni
Plac św. Antoniego z Padwy;Patroni
Plac świętego Jana Pawła II;Patroni
Przejście Winogronowe;Przyrodnicze
Rondo 20 Bartoszyckiej Brygady Zmechanizowanej;Historyczne
Rondo Bitwy Warszawskiej 1920 roku;Historyczne
Rondo Karvina;Geograficzne
Rondo Krasowskie im. ks. Jana Wodarza;Patroni
Rondo Księdza Józefa Kani;Patroni
Rondo Macierowe Bagno;Przyrodnicze
Rondo Marka Godlewskigo;Patroni
Rondo Nowych Perspektyw;Inne
Rondo Pielęgniarek i Położnych;Techniczne
Rondo Pionierów Ziemi Kamieńskiej;Historyczne
Rondo Przyjaciół Łomży;Geograficzne
Rondo Tadeusza Kalaszczyńskiego;Patroni
Rondo gen. Leopolda Okulickiego;Patroni
Rondo im. 308. Dywizjonu Myśliwskiego - Krakowskiego;Historyczne
Rondo im. Bogusława Mikusa;Patroni
Rondo im. Henryka Sławika;Patroni
Rondo im. Jana Kilińskiego;Patroni
Rondo im. Józefa Piłsudskiego;Patroni
Rondo im. Tadeusza Mazowieckiego;Patroni
Skwer Aleksandra Biborskiego;Patroni
Skwer Alfreda Bielschowsky'ego;Patroni
Skwer Błogosławionej Bolesławy Lament;Patroni
Skwer Hippokratesa;Patroni
Skwer Marii Przyborzanki;Patroni
Skwer Oficerskiej Szkoły Marynarki Wojennej;Techniczne
Skwer Olgi i Andrzeja Małkowskich;Patroni
Skwer Walentego Fojkisa;Patroni
Skwer im. Kombatantów i Polskich Dzieci Wojny;Historyczne
Skwer im. Księcia Daniela;Patroni
Skwer Żołnierzy Wyklętych - Niezłomnych;Historyczne
Strona Jana Dekerta;Patroni
Wiadukt Szreński;Geograficzne
al. Jodłowa;Przyrodnicze
al. Kanonierska;Techniczne
al. Orła Białego;Patroni
al. Wincentego Witosa;Patroni
bulw. Jana Szymańskiego;Patroni
droga Sosnowa;Przyrodnicze
inne Szlak Św. Andrzeja Boboli;Patroni
mosty im. "Solidarności";Historyczne
os. Marysieńki;Patroni
os. Sasanka;Przyrodnicze
os. Tkaczew;Inne
os. imienia Kazimierza Dobruckiego;Patroni
osiedle Barwne;Inne
park Miejski Park Ekologiczny Wł. Puchalskiego;Patroni
park Park Zbigniewa Herberta;Patroni
park gen. Henryka Dąbrowskiego;Patroni
park św. Jana Pawła II;Patroni
pl. Augusta Cieszkowskiego;Patroni
pl. Bolesława Wstydliwego;Patroni
pl. Cyryla Ratajskiego;Patroni
pl. Mariański;Patroni
pl. Piotra Włostowica;Patroni
pl. Plac ks. Romana Kotlarza;Patroni
pl. Skwer Renaty Schumann;Patroni
pl. Skwer Twórców Radiowej Trójki;Techniczne
pl. Stefana Kałamajskiego;Patroni
rondo Barbary Zielińskiej;Patroni
rondo Insurekcji Kościuszkowskiej;Historyczne
rondo Jadwigi Prandoty Trzcińskiej;Patroni
rondo Leśników Polskich;Techniczne
rondo Lwowskie;Geograficzne
rondo Mariana Szpakowskiego;Patroni
rondo Mieczysława Trajdosa;Patroni
rondo Olimpijczyka Władysława Komara;Patroni
rondo Ratowników Górskich;Techniczne
rondo Rekina;Przyrodnicze
rondo Rondo Ireny Kwiatkowskiej;Patroni
rondo Rondo Matki Bożej Pocieszenia;Patroni
rondo Rondo Zofii Moraczewskiej;Patroni
rondo Rondo im. Mariana Cyconia;Patroni
rondo Rzeczpospolitej Partyzanckiej 1944;Historyczne
rondo Sublańskie;Geograficzne
rondo Wacława Bobrowskiego;Patroni
rondo Władysława Korcza;Patroni
rondo płk. Zygmunta Żyłki-Żebrackiego ps. Żeliwa;Patroni
skwer Hansa Scharouna;Patroni
skwer Kombatantów Rzeczypospolitej;Historyczne
skwer Skwer Czołgisty;Techniczne
skwer Skwer Lotników;Techniczne
skwer Skwer im. Caritas;Inne
skwer Zbigniewa Rysia;Patroni
skwer im. Izabeli Branickiej;Patroni
stacja metra Racławicka;Geograficzne
ul. 12;Inne
ul. 70 Pułku Piechoty;Historyczne
ul. Adolfa Warchałowskiego;Patroni
ul. Albina Siekierskiego;Patroni
ul. Aleja 500-lecia;Historyczne
ul. Aleja Bursztynowa;Przyrodnicze
ul. Aleja IV;Inne
ul. Aleja Ptasia;Przyrodnicze
ul. Aleja Wielkopolska;Geograficzne
ul. Aleja Wierzbowa;Przyrodnicze
ul. Aleja gen. Ryszarda Kuklińskiego;Patroni
ul. Aleje Wolności;Historyczne
ul. Aleksandra Bardiniego;Patroni
ul. Alfreda Brandowskiego;Patroni
ul. Amarylisowa;Przyrodnicze
ul. Amelii Łączyńskiej;Patroni
ul. Andrzeja Struga;Patroni
ul. Anny i Jana Potockich;Patroni
ul. Antoniego Uniechowskiego;Patroni
ul. Antoniego Wałdowskiego;Patroni
ul. Arendarska;Techniczne
ul. Armii "Poznań";Historyczne
ul. Atlantycka;Geograficzne
ul. Baby;Inne
ul. Badowska;Geograficzne
ul. Badylarska;Techniczne
ul. Belna Dolna;Geograficzne
