Aleja 21 Października;Historyczne
Aleja Grunwaldzka;Historyczne
Aleja Krzysztofa Skubiszewskiego;Patroni
Aleja Marszałka Józefa Piłsudskiego;Patroni
Aleja Powstańców Śląskich;Historyczne
Aleja Tadeusza Kaczyńskiego;Patroni
Aleja Zielonej Łąki;Przyrodnicze
Aleja Zygmunta Krasińskiego;Patroni
Bulwar Flotylli Wiślanej;Historyczne
Bziniaki;Inne
Dziedziniec Wielkiej Orkiestry Świątecznej Pomocy;Inne
Dąbrówka;Przyrodnicze
Elektrownia Wodna;Techniczne
Magurka Straceńska;Geograficzne
Most Karpacki;Geograficzne
Most Kotlarski;Geograficzne
Most Lucjana Ballenstedta;Patroni
Most Parkowy;Przyrodnicze
Nabrzeże Albańskie;Geograficzne
Nabrzeże Czołowe;Techniczne
Os. Kluka;Patroni
Os. Młocki Dolne;Geograficzne
Os. Wawrzynówka;Przyrodnicze
Os. im. Juliana Bartoszewicza;Patroni
Osiedle Byliny;Przyrodnicze
Osiedle Chlebki;Inne
Osiedle Kasztanowe;Przyrodnicze
Osiedle Kołodzieje;Techniczne
Osiedle Księcia Świętopełka Wielkiego;Patroni
Osiedle Leśne;Przyrodnicze
Osiedle Mały Puszczyków;Przyrodnicze
Osiedle Na Stawach;Przyrodnicze
Osiedle Niepodległości;Historyczne
Osiedle Pałacowe;Historyczne
Osiedle Pitki;Inne
Osiedle Pod Bliźniakami;Neutralne
Osiedle Redanse Południowe;Historyczne
Osiedle Rybakówka;Techniczne
Osiedle Skandynawskie;Geograficzne
Osiedle Słoneczne;Przyrodnicze
Osiedle Tumbewa;Inne
Osiedle Warniki;Inne
Osiedle za Torem;Neutralne
Park 4 czerwca 1989 r.;Historyczne
Park Gminny Gródek;Geograficzne
Park Grody Leszczyńskie;Geograficzne
Park Miejski im. Jana Izydora Sztaudyngera;Patroni
Park Miejski im. Ojca Mateusza Korczaka;Patroni
Plac 900-lecia;Historyczne
Plac Bolesława Prusa;Patroni
Plac Jagielloński;Historyczne
Plac Jaśminowy Zakątek;Przyrodnicze
Plac Juliusza Kossaka;Patroni
Plac Księdza Rafała Grzondziela;Patroni
Plac Lotników;Techniczne
Plac Obrońców Warszawy;Historyczne
Plac Partnerstwa z Gminą Lindenfels;Geograficzne
Plac Thomasa Woodrowa Wilsona;Patroni
Plac Tysiąclecia;Historyczne
Plac im. Witolda Zglenickiego;Patroni
Plac Żołnierzy Wyklętych;Historyczne
Poligon;Techniczne
Rondo "Cudu nad Wisłą";Historyczne
Rondo 100-lecia Zawiercia;Historyczne
Rondo Jana Sapiehy;Patroni
Rondo Józefa Maroszka;Patroni
Rondo Józefa Łączyńskiego;Patroni
Rondo Kartuzów;Geograficzne
Rondo Kocmyrzowskie Księdza Józefa Gorzelanego;Patroni
Rondo Kolei Balkan;Geograficzne
Rondo Krystyny Krahelskiej;Patroni
Rondo Krzyskie;Geograficzne
Rondo Lecha Bądkowskiego;Patroni
Rondo Matematyka Jana Sikorskiego;Patroni
Rondo Niezłomnych;Historyczne
Rondo Ojca dr. Władysława Siwka;Patroni
Rondo Powstań Śląskich;Historyczne
Rondo Rodziny Plucińskich;Patroni
Rondo Sebastiana Karpiniuka;Patroni
Rondo Stanisława Moniuszki;Patroni
Rondo Starosty Stanisława Chorobika;Patroni
Rondo Władysława Rybakowskiego;Patroni
Rondo Zygmunta Puławskiego;Patroni
Rondo im. Kornela Morawieckiego;Patroni
Rondo im. Wiktora Hłasko;Patroni
Rondo im. Wincentego Piątaka;Patroni
Rondo im. bł. Stefana kard. Wyszyńskiego Prymasa Tysiąclecia;Patroni
Rondo im. prof. Gerarda Labudy;Patroni
Rondo imienia Jana Pawła II;Patroni
Rondo kard. Ignacego Jeża;Patroni
Rondo księdza kardynała Władysława Rubina;Patroni
Rondo pod Zegarem;Neutralne
Rondo św. Floriana;Patroni
Skwer Aleksandra Putry;Patroni
Skwer Czesława Miłosza;Patroni
Skwer Generała Józefa Hallera;Patroni
Skwer Kaliny Jędrusik;Patroni
Skwer Kolejarzy;Techniczne
Skwer Natalii Piekarskiej-Ponety;Patroni
Skwer Tadeusza Zawadzkiego "Zośki";Patroni
Skwer Teatralny im. Czesława Niemena;Patroni
Skwer Wolontariuszy Wielkiej Orkiestry Świątecznej Pomocy;Inne
Skwer im. Isaaca Bashevisa Singera;Patroni
Skwer im. Konstantego Domagały;Patroni
Skwer im. Olgi Drahonowskiej-Małkowskiej;Patroni
Skwer im. Profesora Alfreda Majewskiego;Patroni
Skwer im. ppor. Zdzisława Rachtana "Halnego";Patroni
al. 3 Maja;Historyczne
al. Akacjowa;Przyrodnicze
al. Aleja im. Sybiraków;Historyczne
al. Anny Eleanor Roosevelt;Patroni
al. Konopki;Przyrodnicze
al. Promenada Prezydenta Ryszarda Kaczorowskiego;Patroni
al. Włodzimierza Puchalskiego;Patroni
bulw. Dedala;Patroni
bulw. św. Matki Teresy z Kalkuty;Patroni
droga Błogosławionego Księdza Jerzego Popiełuszko;Patroni
droga Zakochanych w Pomaganiu;Inne
os. Czupel;Geograficzne
os. Izabelin;Geograficzne
os. Miodowe;Przyrodnicze
os. Podmagura;Geograficzne
os. Pośredni;Neutralne
os. XXV-lecia;Historyczne
os. Zapiecek;Neutralne
osiedle Dobrzelów;Geograficzne
park Krystyny i Romana Łyczywków;Patroni
park Miejski;Neutralne
park Miejski im. Bolesława Chrobrego;Patroni
park Ogród Dendrologiczny im. Prof. Stefana Kownasa;Patroni
park Park Ujazdowski;Geograficzne
park Sanguszków;Patroni
park Szarych Szeregów;Historyczne
pl. Aleksego Czeredziaka;Patroni
pl. Andrzeja Hiolskiego;Patroni
pl. Kasztelański;Historyczne
pl. Kazimierza Wielkiego;Patroni
pl. Marii Konopnickiej;Patroni
pl. Powstań Narodowych;Historyczne
pl. Skwer im. Księdza Prałata Konstantego Rejchla;Patroni
pl. ks. Michała Olszewskiego;Patroni
pl. ks. Otto Konrada;Patroni
pl. mjr. Janusza Mościckiego;Patroni
