Aleja Bajkowych Gwiazd;Inne
Aleja Basztowa;Historyczne
Aleja Czwarta;Neutralne
Aleja Ludwiki Nitschowej;Patroni
Aleja Piętnasta;Neutralne
Aleja Platanowa;Przyrodnicze
Aleja Sosnowa;Przyrodnicze
Aleja Szpitala Ujazdowskiego;Techniczne
Aleja Uśmiechu;Inne
Aleja gen. Władysława Andersa;Patroni
Bulwar Zbigniewa Religi;Patroni
Bulwar prof. Stanisława Kulczyńskiego;Patroni
Kasprowy Wierch;Geograficzne
Kolonia Janowo;Geograficzne
Kopiec Tadeusza Kościuszki;Patroni
Most Dworcowy;Techniczne
Most Fordoński im. Rudolfa Modrzejewskiego;Patroni
Most Jagielloński;Historyczne
Most Muchoborski;Geograficzne
Most Narutowicza;Patroni
Most Racławicki;Historyczne
Most Świętego Antoniego z Padwy;Patroni
Myślenickie Turnie;Geograficzne
Obidza;Geograficzne
Os. Moskwiki;Inne
Osada Rybacka;Techniczne
Osiedle Czepiele;Geograficzne
Osiedle Dywizjonu 303;Historyczne
Osiedle Hologówka;Geograficzne
Osiedle Kopaczyska;Geograficzne
Osiedle Króle;Geograficzne
Osiedle Makowska Góra;Geograficzne
Osiedle Na Stoku;Neutralne
Osiedle Obidza;Geograficzne
Osiedle Parkowe;Przyrodnicze
Osiedle Rezerwat;Przyrodnicze
Osiedle Soplicowo;Inne
Osiedle WSK;Techniczne
Osiedle Widok;Neutralne
Osiedle gen. Władysława Sikorskiego;Patroni
Park Akcji "Burza";Historyczne
Park Bydgoskiego Harcerstwa;Historyczne
Park Czyżyny;Geograficzne
Park Darczyńców Bogatyni;Historyczne
Park Północny;Neutralne
Park Sybiraków;Historyczne
Park Tysiąclecia;Historyczne
Park im. Jana Kasprowicza;Patroni
Park im. Romualda Wołodźki;Patroni
Park im. płk. Jana Dunina-Wąsowicza;Patroni
Pasaż Vuka Karadzica;Patroni
Plac 100-lecia Odzyskania Niepodległości Polski;Historyczne
Plac Bolesława Śmiałego;Patroni
Plac Dekerta;Patroni
Plac Inwalidów Wojennych RP;Historyczne
Plac Jedności Słowiańskiej;Historyczne
Plac Koszarowy;Techniczne
Plac Księżnej Ofki Piastówny;Patroni
Plac Ogrójecki;Geograficzne
Plac Ratuszowy;Techniczne
Plac Rodu Ballestremów;Patroni
Plac Sybiraków;Historyczne
Plac Tadeusza Kotarbińskiego;Patroni
Plac Władysława Jagiełły;Patroni
Plac Założycieli Ochotniczej Straży Pożarnej;Techniczne
Plac im. Jana Nowaka-Jeziorańskiego;Patroni
Plac im. Jana Pawła II;Patroni
Plac Św. Faustyny;Patroni
Półwysep Czterech Wiatrów;Neutralne
Rondo 100-lecia Niepodległości Polski;Historyczne
Rondo 25-lecia Samorządu Gminnego;Historyczne
Rondo Beczka;Inne
Rondo Dywizjonu 302 (Poznańskiego);Historyczne
Rondo Prezydenta Ronalda Reagana;Patroni
Rondo Republiki Słowackiej;Geograficzne
Rondo Sarnowskie Imienia Jerzego Zelka;Patroni
Rondo Solidarności Wiejskiej;Historyczne
Rondo Sybiraka;Historyczne
Rondo Zagórze;Geograficzne
Rondo gen. dyw. Stanisława Nałęcz-Komornickiego;Patroni
Rondo im. 6 Wileńskiej Brygady Armii Krajowej;Historyczne
Rondo im. Bohaterów Powstania Styczniowego;Historyczne
Rondo im. Prezydenta RP Ignacego Mościckiego;Patroni
Rondo im. Unii Europejskiej;Historyczne
Rondo im. Wielkiej Orkiestry Świątecznej Pomocy;Inne
Rondo im. dr Józefa Jasnowskiego;Patroni
Rondo im. Żołnierzy Wyklętych Zgrupowania NSZ kpt. Henryka Flamego "Bartka";Historyczne
Rondo imienia księdza Stanisława Bornińskiego;Patroni
Rondo Żołnierzy Radiotechników;Historyczne
Skwer Andrzeja Kosmalskiego;Patroni
Skwer Antoniego Węglarczyka;Patroni
Skwer Bohaterskiego Mariupola;Historyczne
Skwer Dawnych Motocykli;Techniczne
Skwer Maratonu;Inne
Skwer Maryny Falskiej;Patroni
Skwer Niedźwiadków;Przyrodnicze
Skwer Ozjasza Thona;Patroni
Skwer Strażacki;Techniczne
Skwer bł. ks. Jerzego Popiełuszki patrona NSZZ "Solidarność";Patroni
Skwer im. Miasta Anagni;Geograficzne
Skwer im. Prezydenta Rzeczypospolitej Polskiej Profesora Lecha Kaczyńskiego;Patroni
Skwer im. gen. Marka Bezruczki;Patroni
Skwer im. Żołnierzy Wyklętych;Historyczne
Skwer pułkownika Teodora Cieszkowskiego;Patroni
Wiadukty im. ks. Ignacego Niedźwiedzińskiego;Patroni
Wądołek;Neutralne
Węzeł Świerklańska;Geograficzne
Zaułek Rzeczny;Neutralne
al. Aleja Krystiana Hadasza;Patroni
al. Kalifornijska;Geograficzne
al. Karola Anstadta;Patroni
al. Parkowa;Przyrodnicze
al. Tarnowskich;Patroni
al. aleja Wzgórza Morenowe;Przyrodnicze
al. Łukasza Cieplińskiego;Patroni
bulw. Bulwar Nadmorski;Przyrodnicze
inne Most Władysława Bartoszewskiego;Patroni
inne Most Zakochanych;Inne
inne Pasaż Chavy Rosenfarb;Patroni
inne stacja metra Ulrychów;Techniczne
inne Ścieżka Księcia Franciszka Ksawerego Druckiego-Lubeckiego;Patroni
ogród Jordanowski;Inne
os. Buflak;Geograficzne
os. Osiedle Pod Dębami;Przyrodnicze
os. Osiedle Solarne;Neutralne
os. Osiedle gen. Józefa Wybickiego;Patroni
os. Osiedle Żubrów;Przyrodnicze
os. Skalite;Geograficzne
os. Wichrowe Wzgórze;Przyrodnicze
os. Świerczów;Geograficzne
osiedle Nowe;Neutralne
osiedle generała Władysława Sikorskiego;Patroni
park Dobczycki Park Miejski;Geograficzne
park Park Gminny Czaple;Geograficzne
park Park im. ks. kan. Ottona Szymków;Patroni
park Teodora Elasa;Patroni
park im. Józefa Poniatowskiego;Patroni
park im. Teresy Hulboj;Patroni
pl. 3 Drezdeńskiego Pułku Czołgów Średnich;Historyczne
pl. Bohaterów Getta;Historyczne
pl. Bohaterów Pracy;Historyczne
pl. Duży Rynek;Neutralne
pl. Dół;Neutralne
pl. Franciszkański;Historyczne
pl. Gazaris;Inne
pl. Grażyny Bacewicz;Patroni
pl. Heleny Kobernickiej;Patroni
pl. Józefa Dietla;Patroni
pl. Kazimierza Jagiellończyka;Patroni
pl. Księdza Leopolda Raabe;Patroni
pl. Neptuna;Inne
pl. Orląt Lwowskich;Historyczne
pl. Pamięci Sybiraków;Historyczne
pl. Plac Odrodzenia;Historyczne
pl. Plac imienia Wielkiej Orkiestry Świątecznej Pomocy;Inne
pl. Rondo gen. Tadeusza Rozwadowskiego;Patroni
pl. Skwer im. Honorowych Dawców Krwi;Techniczne
pl. Zacisze;Neutralne
pl. ks. Krzysztofa Kluka;Patroni
pl. plac Gryfitów;Historyczne
plac Doktora Mariana Szulca;Patroni
plac Konstytucji 3 Maja;Historyczne
rondo 9. Zaodrzańskiego Pułku Piechoty;Historyczne
rondo Andrzeja Marciniaka;Patroni
rondo Bressuire;Geograficzne
rondo Ewy;Patroni
rondo Franciszka Wilczyńskiego;Patroni
rondo Józefa Czapskiego;Patroni
rondo Księdza Alfreda Hoffmana;Patroni
rondo Lotników;Historyczne
rondo NSZZ Solidarność;Historyczne
rondo Nad Olszówką Krzycką;Geograficzne
rondo Naftowców;Techniczne
rondo Ofiar Tragedii Górnośląskiej 1945 roku;Historyczne
rondo Pokoju;Historyczne
rondo Prezydenta Ronalda Reagana;Patroni
rondo Rondo Górnika Zabrze;Techniczne
rondo Rondo Harklowa-Grabka imienia Włodzimierza Tetmajera;Patroni
rondo Rondo Jana Cholewicza;Patroni
rondo Rondo Metropolity Piotra Mohyły;Patroni
rondo Rondo Przyjaźni;Historyczne
rondo Rondo Radiostacji Babice;Historyczne
rondo Rondo gen. bryg. Stefana Wiktora Pasławskiego;Patroni
rondo Rondo im. Anatola Krakowieckiego;Patroni
rondo Rondo im. Ks. Antoniego Przeklasy;Patroni
rondo Rondo rtm. Witolda Pileckiego;Patroni
rondo Wspólnoty Europejskiej;Historyczne
rondo Władysława Chlebika;Patroni
rondo im. Prof. Gerarda Labudy;Patroni
rondo im. Stanisława Sikonia;Patroni
Sikonia;Patroni
rondo Św. Św. Cyryla i Metodego;Patroni
rondo świętego Jana Pawła II;Patroni
skwer ELWRO;Techniczne
skwer Franciszka Maurera;Patroni
skwer Hansa Thomasa;Patroni
skwer Harivansha Rai Bachchana;Patroni
skwer Karola Franciszka Pollaka;Patroni
skwer Kolejowej Grupy Sabotażowej ORZEŁ;Historyczne
skwer Lecha Czabana;Patroni
skwer Leonarda Zub-Zdanowicza;Patroni
skwer Mariana Norkowskiego;Patroni
skwer Pamięci Ofiar Katastrofy Smoleńskiej;Historyczne
skwer Saint - Amand - Montrond;Geograficzne
skwer Skwer Bohaterów Szymankowa;Historyczne
skwer Skwer Henryka Sienkiewicza;Patroni
skwer Skwer Wielowiekowej Przyjaźni Polsko-Ormiańskiej;Historyczne
skwer Skwer im. Polonii Amerykańskiej;Historyczne
skwer Wojciecha Cieślewicza;Patroni
skwer im. Wojsk Ochrony Pogranicza;Historyczne
stacja metra Stare Bielany;Geograficzne
ul. 11-go Listopada;Historyczne
ul. 14 Pułku Piechoty;Historyczne
ul. 14-go Lutego;Inne
ul. 20 Października;Historyczne
ul. 23 Lotniczej Eskadry Szkolnej;Historyczne
ul. 29 Pułku Piechoty;Historyczne
ul. 5. Pułku Ułanów;Historyczne
ul. 59 Pułku Piechoty;Historyczne
ul. Adama Kuzdrzała;Patroni
ul. Adama Stanisława Naruszewicza;Patroni
ul. Adama Staszki;Patroni
ul. Adampolska;Geograficzne
ul. Akacji;Przyrodnicze
ul. Aleja Armii Krajowej;Historyczne
ul. Aleja Henryka Sienkiewicza;Patroni
ul. Aleja Jana Długosza;Patroni
ul. Aleja Józefa Piłsudskiego;Patroni
ul. Aleja Zjednoczonej Europy;Historyczne
ul. Aleja prof. Szczepana A. Pieniążka;Patroni
ul. Aleje Lecha i Marii Kaczyńskich;Patroni
ul. Aleje Lipowe;Przyrodnicze
ul. Aleje Zygmuntowskie;Historyczne
ul. Aleje Świętego Jana Pawła II;Patroni
ul. Alojzego;Inne
ul. Amazonitowa;Przyrodnicze
ul. Andrzeja Korczyńskiego;Patroni
ul. Andrzeja Raszki;Patroni
ul. Anielki;Inne
