Aleja 3-go Maja;Historyczne
Aleja Czerwonego Krzyża;Inne
Aleja Marszałka Ferdinanda Focha;Patroni
Aleja Polski Walczącej;Historyczne
Aleja Rzeczypospolitej;Historyczne
Aleja Widokowa;Neutralne
Aleja im. Doktora Wacława Szczepińskiego;Patroni
Bulwar 700-lecia;Historyczne
Bulwar Kurlandzki;Geograficzne
Jadwigi Szczawińskiej;Patroni
Kolonia Leśna;Przyrodnicze
Kolonia Wścieklice;Geograficzne
Most im. Edwarda Wojtasa;Patroni
Most im. George'a Grosza;Patroni
Most Światowego Dnia Roweru;Historyczne
Nabrzeże Fosfatowe;Techniczne
Nabrzeże Górnośląskie;Geograficzne
Nabrzeże Wulkan S;Inne
Os. Hulakówka;Geograficzne
Os. Modrzewiowe;Przyrodnicze
Os. Świerkowe;Przyrodnicze
Osiedle "Domki Jednorodzinne";Techniczne
Osiedle 1000 Lecia;Historyczne
Osiedle 700-lecia Żor;Historyczne
Osiedle Brzozowiec;Przyrodnicze
Osiedle Gieraty;Geograficzne
Osiedle Grabowskie;Geograficzne
Osiedle Górzany;Geograficzne
Osiedle Jurajskie;Geograficzne
Osiedle Komara;Patroni
Osiedle Kotelnica;Techniczne
Osiedle Królowo;Historyczne
Osiedle Kubackówka;Geograficzne
Osiedle Prymasa Wyszyńskiego;Patroni
Osiedle Sołotwina;Geograficzne
Osiedle Szlacheckie;Historyczne
Osiedle Szymany;Geograficzne
Osiedle Witosa;Patroni
Osiedle XXV-lecia;Historyczne
Osiedle Złota Podkowa;Neutralne
Osiedle pod Lipami;Przyrodnicze
Osiedle Łukowie;Geograficzne
Park 700 lecia Nakła;Historyczne
Park Popiela;Patroni
Park im. Adama Bienia;Patroni
Pasaż Zuzanny Ginczanki;Patroni
Pasaż im. Macieja Kozłowskiego;Patroni
Pl. Szkolny;Techniczne
Plac 1831 Roku;Historyczne
Plac 250-lecia;Historyczne
Plac Bartosza Głowackiego;Patroni
Plac Cypriana Norwida;Patroni
Plac Inwalidów;Historyczne
Plac Przyjaźni Polsko-Węgierskiej;Historyczne
Plac Skargi;Patroni
Plac Sokratesa Starynkiewicza;Patroni
Plac Wolności;Historyczne
Plac ks. Augustyna Kordeckiego;Patroni
Plac ks. Mieczysława Kuznowicza;Patroni
Plac Świętego Mikołaja;Patroni
Plac Świętej Anny;Patroni
Planty Bieńczyckie;Geograficzne
Pogódki-Wybudowanie;Geograficzne
Rondo "Portowe";Techniczne
Rondo "Wileńskie";Geograficzne
Rondo 100-lecia Bitwy Warszawskiej;Historyczne
Rondo Andrzeja Scheera;Patroni
Rondo Chełmińskie;Geograficzne
Rondo Czeskie;Geograficzne
Rondo Elbląskie;Geograficzne
Rondo Gotartowickie;Geograficzne
Rondo Gruzińskie;Geograficzne
Rondo Haliny Chorobińskiej;Patroni
Rondo Konstytucji 3 Maja;Historyczne
Rondo Kościeleckie;Geograficzne
Rondo Marii Skłodowskiej-Curie;Patroni
Rondo Stefana Kisielewskiego;Patroni
Rondo Strzeleckie;Historyczne
Rondo Waltera i Alfreda Gansińców;Patroni
Rondo Województwa Lubuskiego;Geograficzne
Rondo im. 66 Kaszubskiego Pułku Piechoty;Historyczne
Rondo im. Bł. Ks. Roman Sitki;Patroni
Rondo im. Druha Szarego;Patroni
Rondo im. Guntera Grassa;Patroni
