Aleja Jana Rodowicza "Anody";Patroni
Aleja Jarosława Iwaszkiewicza;Patroni
Aleja Jerzego Fedorowicza;Patroni
Aleja Józefa Piłsudskiego;Patroni
Aleja Kasy Oszczędności Miasta Krakowa;Inne
Aleja Marszałkowska;Historyczne
Aleja Rydzyńskich;Geograficzne
Aleja Sławomira Mrożka;Patroni
Deptak Żaków;Inne
Most im. Księdza Kardynała Franciszka Macharskiego;Patroni
Most św. Macieja;Patroni
Nabrzeże Bytomskie - Uskok;Geograficzne
Nabrzeże Drab N;Inne
Nabrzeże Starówka;Neutralne
Nabrzeże Żeglarskie;Techniczne
Osiedle Bohaterów Września;Historyczne
Osiedle Brodki;Inne
Osiedle Broniewskiego;Patroni
Osiedle Cieniste;Przyrodnicze
Osiedle Czajki;Przyrodnicze
Osiedle Hardopadły;Inne
Osiedle Karino;Inne
Osiedle Kazimierzowskie;Historyczne
Osiedle Lawendowe;Przyrodnicze
Osiedle Nad Radunią;Przyrodnicze
Osiedle Ogrody;Przyrodnicze
Osiedle Ostoja;Neutralne
Osiedle PAN;Techniczne
Osiedle Przytulne;Neutralne
Osiedle Szlagi;Inne
Osiedle Wolfganga Amadeusa Mozarta;Patroni
Osiedle Zaścianek;Neutralne
Osiedle przy Jeziorze;Przyrodnicze
Park Alojzego Budnioka;Patroni
Park Jana Pawła II;Patroni
Park Klonowy;Przyrodnicze
Park Nadnyski;Przyrodnicze
Park Powstańców Śląskich;Historyczne
Park Włoski;Geograficzne
Park im. Armii Łódź;Historyczne
Park im. Marii Michalak;Patroni
Park w Młochowie im. Janusza Grzyba;Patroni
Pasaż Columbia Heights;Geograficzne
Pasaż Johann Jacob Volmera;Patroni
Pasaż Marii Morskiej;Patroni
Pasaż dr. Jakuba Lemberga;Patroni
Pasaż ks. Bela Vargi;Patroni
Plac 1000-lecia;Historyczne
Plac 15 Sierpnia;Historyczne
Plac 1905 Roku;Historyczne
Plac Bractwa Strzeleckiego;Historyczne
Plac Chrzciciela;Patroni
Plac Franciszkański;Techniczne
Plac Klasztorny;Techniczne
Plac Majora Henr. Sucharskiego;Patroni
Plac Obrońców Lublina;Historyczne
Plac Tadeusza Kościuszki;Patroni
Plac Trynopolski;Geograficzne
Plac Wincentego Witosa;Patroni
Plac ks. Franciszka Melzera;Patroni
Plac św. Jakuba Apostoła;Patroni
Rondo Betton;Geograficzne
Rondo Grupy Kęty;Inne
Rondo Gryfa;Historyczne
Rondo Igloopol;Inne
Rondo Ignacego Mościckiego;Patroni
Rondo Imienia Augusta Kowalczyka;Patroni
Rondo Jana Szala;Patroni
Rondo Janusza Korczaka;Patroni
Rondo Ligockie;Geograficzne
Rondo Miast Partnerskich;Geograficzne
Rondo Polonii Sopockiej, Towarzystwa Gimnastycznego Sokół;Historyczne
Rondo Porozumienia Jastrzębskiego;Historyczne
Rondo Rzemieślników;Techniczne
Rondo Siostry Marii Matijczuk;Patroni
Rondo Stokrotki;Przyrodnicze
Rondo XX Batalionu Szturmowego Armii Krajowej;Historyczne
Rondo im. Danuty Siedzikówny ps. "Inka";Patroni
Rondo im. Jerzego Wiśniewskiego;Patroni
Rondo im. Ryszarda Świerada;Patroni
Rondo im. Zbigniewa Romaszewskiego;Patroni
Rondo im. ks. Romana Sikory;Patroni
Rondo imienia Józefa Murgota;Patroni
Rondo imienia Rotmistrza Witolda Pileckiego;Patroni
Rondo mjr. Antoniego Wiszowatego;Patroni
Rondo mjr. Zygmunta Szendzielarza - "Łupaszki";Patroni
Rynek Fałęcki;Geograficzne
Rynek im. Jana Pawła II;Patroni
Skwer 1 Dywizji Grenadierów - Francja 1940;Historyczne
Skwer 3 Maja;Historyczne
Skwer 304 Dywizjonu Bombowego "Ziemi Śląskiej";Historyczne
Skwer Inwalidów Wojennych;Historyczne
Skwer Jana Kobuszewskiego;Patroni
Skwer Janusza Gniatkowskiego;Patroni
Skwer Kardynała Stefana Wyszyńskiego;Patroni
Skwer Księdza Zenona Raczyńskiego;Patroni
Skwer Lennestadt;Geograficzne
Skwer Mieczysława Święcickiego;Patroni
Skwer Plac Słowiański;Geograficzne
Skwer Wyszehradzki;Geograficzne
Skwer im. Zenona Korytowskiego;Patroni
Skwer im. Żołnierzy Wyklętych - Niezłomnych;Historyczne
Skwer ks. Eduarda Ebela;Patroni
Skwer Świętopełka Wielkiego;Patroni
Szerszeniówka;Przyrodnicze
Ulica Szkółka Brzeźnica;Inne
Wybudowanie;Neutralne
al. Jordana;Patroni
al. Księdza Biskupa Władysława Bandurskiego;Patroni
al. Sienkiewicza;Patroni
al. ZHP;Historyczne
al. ks. Franciszka Blachnickiego;Patroni
aleja im. Mieszkańców Siemianówki;Patroni
bulw. Bulwar im. Adama Kowalskiego;Patroni
inne Aleja Longina Majdeckiego;Patroni
inne Most im. Generała Augusta Emila Fieldorfa Nila;Patroni
inne Schronisko Kamieńczyk;Inne
inne aleja Ryszarda Szurkowskiego;Patroni
os. Batalionów Chłopskich;Historyczne
os. Brzozowe;Przyrodnicze
os. Ceglana;Techniczne
os. Cypriana Kamila Norwida;Patroni
os. Fantazja;Neutralne
os. Kalinowe;Przyrodnicze
os. Oleksówki;Inne
os. Orła Białego;Historyczne
os. Osiedle Laurowe;Przyrodnicze
os. Osiedle kpt. M. Bartscha;Patroni
os. Osiedle Źródlane;Przyrodnicze
os. Piastowskie;Historyczne
os. Pod Lipami;Przyrodnicze
os. Rodło;Historyczne
os. Sarnów;Przyrodnicze
os. Sosnowe;Przyrodnicze
park Park Czesława Szczubełka;Patroni
park Park Józefa Polińskiego;Patroni
park Park Józefa Sowińskiego;Patroni
park Park Królewski;Historyczne
park Park Królikarnia;Inne
park Sapera;Techniczne
park Sąsiedzki;Neutralne
park Władysława Szafera;Patroni
park im. prof. Leona Mroczkiewicza;Patroni
pl. Akademicki;Techniczne
pl. Beaty Zakowicz;Patroni
pl. Bronisława Sałacińskiego;Patroni
pl. Bzowy;Przyrodnicze
pl. Fabryczny;Techniczne
pl. Jacka Kucharzewskiego;Patroni
pl. Jarosława Dąbrowskiego;Patroni
pl. Jasne Błonia im. Jana Pawła II;Patroni
pl. Księdza Onufrego Kopczyńskiego;Patroni
pl. Mordechaja Anielewicza;Patroni
pl. Nowsie;Inne
pl. Nowy Targ;Neutralne
pl. Polskiej Organizacji Wojskowej;Historyczne
pl. Poświętne;Inne
